V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,SC0_0,SC0_1,SC0_2,SC1_0,SC1_1,SC1_2,SC2_0,SC2_1,SC2_2,SC3_0,SC3_1,SC3_2,Pilot,Country,State,Cond,consent,ins2,PrimeIntro,HighPower,LowPower,VizTimer_1,VizTimer_2,VizTimer_3,VizTimer_4,HighPrompt,LowPrompt,Essay,WriteTimer_1,WriteTimer_2,WriteTimer_3,WriteTimer_4,AIinstrux,AI01energe,AI02moving,AI03nap,AI04workou,AI05rest,AI06work,AI07relax,WVStrust_1,WVStrust_2,WVStrust_3,WVStrust_4,WVStrust_5,WVStrust_6,TrustIntro,TrustGame_1,TrustResul,IRIintro,IRI01,IRI02,IRI03,IRI04,IRI05,IRI06,IRI07,RMEintro,RME01,RME02,RME03,RME04,RME05,RME06,RME07,RME08,RME09,RME10,subSES,usses,IMC,demo,gender,age,citizen,religion,ethnic2,ethnic2_TEXT,epo,youred,yyour,end,Debrief,Deb1,Deb2,Deb3,debrief,Q82,goforcode,errors,confusing,comments,LocationLatitude,LocationLongitude,LocationAccuracy,
R_2PtyFYYi8H9Z2J5,Live,Anonymous,,,24.49.162.107,0,2016-01-11 10:26:16,2016-01-11 10:42:30,1,30,4.2857142857143,1.3801311186847,23,3.2857142857143,1.253566341056,12,2,0.89442719099992,9,0.9,0.31622776601684,,United States,NM,0,1,1,1,,1,0,0,60.002,0,,1,"When I had applied to a Pizza place a few years back I felt overpowered by the manager. He was very awkward and didn't seem like he knew how to hire new employees. I felt really irritated because he wanted me to up sell him items on the menu while he acted like a picky customer. No matter what I said he would say ""No, I don't want that"", and afterwords told me I need to work on my ability to sell things to people. I believe that people will buy something if they want it and don't need it shoved down their throat. ",2.716,80.539,176.009,3,1,22,21,23,21,21,24,20,1,2,1,3,3,2,1,1000,1,1,20,22,22,23,22,20,22,1,19,20,21,20,21,20,21,19,22,20,1,8,10,1,1,22,United States,None,3,,4,3,1,,1,I feel this study was to figure out how people can read the emotions of others. The most stand out part of the whole thing are the eyes that I was told to describe. Recording data about where I am financially could be to determine how different classes of people respond to others emotions or expressions. Maybe to see if the wealthier pay more or less attention to the little details than the poor do.  ,If anything I would think it just reinforces any of the answers I had selected during the survey. ,I question whether the raffle is real. ,1,1,,,,,32.84260559082,-105.98909759521,-1,
R_1Ks4PqcxUcU6vqq,Live,Anonymous,,,24.227.55.146,0,2016-01-11 10:23:58,2016-01-11 10:42:46,1,37,5.2857142857143,0.48795003647427,24,3.4285714285714,0.78679579246944,13,2.1666666666667,0.40824829046386,8,0.8,0.42163702135578,,United States,FL,1,1,1,1,1,,0,0,60.013,0,1,,"I had been training a young lady, who was not doing well. I had the power to have her fired, but she really seemed to want the job. I gave her extra time, slowed down the training a little, and tried to be extra patient. I finally could tell she could not do the job, and being the one who would recommend that she be let go did not feel good. But, I knew it was in everyone's best interest.",112.79,310.749,323.475,3,1,23,23,20,23,20,23,21,2,2,2,3,2,2,1,500,1,1,20,20,21,20,22,22,21,1,19,20,21,20,21,20,21,22,22,21,1,5,10,1,2,55,USA,Catholic,3,,5,4,3,,1,self respect,No,No I do not,1,1,,,,,28.120300292969,-82.352897644043,-1,
R_WfHA8DulYgz7TsR,Live,Anonymous,,,198.137.20.154,0,2016-01-11 10:32:27,2016-01-11 10:42:59,1,18,2.5714285714286,0.97590007294853,33,4.7142857142857,0.48795003647427,15,2.5,1.2247448713916,6,0.6,0.51639777949432,,United States,GA,0,1,1,1,,1,0,0,60.041,0,,1,"During a series of three interviews for a single job, I interviewed with the same office manager each time. The first interview was terrifying because it was a job that I truly wanted. I felt nervous; my palms sweated and my body temperature rose. Despite being well prepared, it felt like impeding doom was approaching. However, the man was friendly. Once the interview began, he eased my nerves by first making small talk, distracting me from rehearsing interview question answers over and over in my head. His demeanor allowed for me to relax and give more personal honest answers. ",4.76,4.76,137.149,1,1,21,21,25,22,23,20,24,1,3,1,4,3,3,1,200,1,1,19,23,23,20,23,22,23,1,20,20,21,21,21,21,21,20,22,19,1,5,10,1,2,22,USA,none,3,,4,4,2,,1,perception of emotion,"Not really. Perhaps if I'd thought of a situation in which the person in power tried to demean me, that'd be different. ",no,1,1,,,,,33.949905395508,-83.375,-1,
R_6AmqsSnCplhRv7L,Live,Anonymous,,,108.18.214.27,0,2016-01-11 10:34:35,2016-01-11 10:43:03,1,39,5.5714285714286,0.78679579246944,31,4.4285714285714,0.97590007294853,18,3,0.89442719099992,6,0.6,0.51639777949432,,United States,MD,0,1,1,1,,1,0,0,60.015,0,,1,I worked for a large company and after going back to college I tried to transfer to a different location in order to be closer to school.  My manager started giving me write ups for things that didn't happen or didn't violate my job description so that I wouldn't be able to go to a different store.  I ended up having to quit the job even though I needed the money because I wasn't able to commute to and from school.,1.732,1.732,82.021,1,1,22,23,20,24,20,24,20,4,3,2,4,3,2,1,300,1,1,21,23,23,21,23,23,23,1,19,20,20,19,21,20,20,19,22,20,1,7,10,1,2,25,US,None,3,,7,3,1,,1,How trusting people are of strangers,No.,None,1,1,,,,,39.000701904297,-76.972999572754,-1,
R_3fwVYE1O4hsptCC,Live,Anonymous,,,174.56.51.27,0,2016-01-11 10:27:04,2016-01-11 10:43:20,1,40,5.7142857142857,2.3603873774083,31,4.4285714285714,0.53452248382485,13,2.1666666666667,0.98319208025018,9,0.9,0.31622776601684,,United States,NM,1,1,1,1,1,,0,0,60.005,0,1,,I recall that once I used my position of being a manager. I used to manage two girls on campus at a time and once we had an event going on in the building and there was food. Food meant to be for people who participated in the event and people had to buy it. I used my power of being the manager of the building to tell the girls to go and use my name to get food for free. I felt actually good because they were going to waste the extra food anyway and I was happy that my associates got the food for free. ,3.214,13.438,166.466,3,1,25,22,19,19,19,25,19,1,2,1,3,3,3,1,500,1,1,20,22,23,20,23,22,23,1,19,20,21,20,21,20,21,19,22,22,1,7,10,1,2,25,Afghanistan ,None,6,Asian ,6,4,4,,1,"First of all the survey was very interesting, though in my opinion the survey didn't convey as much as the theme described it to be. The focus of the study was given as to see how people react or act based on their political status or believes. I would say that the study focused more on how I was feeling at the moment. ",I think I wrote my answers regardless of what I said in my essay. ,None,1,1,,,,,35.53840637207,-106.00150299072,-1,
R_poxLFkjzHoOMK2Z,Live,Anonymous,,,50.199.230.205,0,2016-01-11 10:33:14,2016-01-11 10:43:28,1,36,5.1428571428571,0.69006555934235,30,4.2857142857143,0.48795003647427,10,1.6666666666667,0.51639777949432,6,0.6,0.51639777949432,,United States,MA,1,1,1,1,1,,4.02,51.487,60.012,2,1,,"I was in a situation where I was the deciding factor in which someone was either given or denied a raise. It was very nerve wracking, i didn't want to make a poor decision. I chose to give them the raise after reviewing their work and noticed how much they had improved in such a short period of time. the few minutes I was thinking clearly made the individual nervous and saddened.",3.095,3.095,130.097,1,1,22,23,21,23,20,23,20,1,2,1,2,2,2,1,500,1,1,20,22,22,19,23,22,22,1,20,20,21,21,21,21,20,19,22,19,1,6,10,1,2,20,USA,NONE,3,,5,2,4,,1,I believe the purpose of this study is to find out how moral or caring most people tend to be.,No I do not think so.,I enjoyed this study very much!,1,1,,,,,42.380096435547,-71.06420135498,-1,
R_ZgJdnshkze0lbQR,Live,Anonymous,,,73.244.95.190,0,2016-01-11 10:33:14,2016-01-11 10:43:33,1,37,5.2857142857143,0.95118973121134,28,4,0,10,1.6666666666667,0.51639777949432,8,0.8,0.42163702135578,,United States,FL,0,1,1,1,,1,2.84,54.386,60.005,47,,1,"Recently, I faced by boss about a job promotion. I went well prepared and ready for rejections and/or objections. However my boss blew off any attempt I made to validate my position as a valuable asset to the company. I was very frustrated and let down.",1.169,96.356,107.208,3,1,22,22,20,24,21,24,20,1,1,2,2,2,2,1,500,1,1,20,22,22,20,22,22,22,1,19,20,21,20,19,20,20,19,22,19,1,6,10,1,1,28,USA,none,3,,2,5,5,,1,To determine people's willingness to give to others based on race/gender/religion,no,"none, thank you",1,1,,,,,26.068099975586,-80.27660369873,-1,
R_1ruljXVVloL3Wnw,Live,Anonymous,,,209.133.82.130,0,2016-01-11 10:28:08,2016-01-11 10:43:52,1,27,3.8571428571429,0.89973541084244,25,3.5714285714286,0.53452248382485,14,2.3333333333333,0.81649658092773,8,0.8,0.42163702135578,,United States,,0,1,1,1,,1,56.241,56.241,60.001,1,,1,"I was about 15. I wanted to go to a friends house and stay the night for her birthday. My dad was really strict about letting me go anywhere. I had a list of chores that had to be done to his liking for weeks in advance to even consider going. I also had to help him with his job as a mechanic if i wanted to go. I had asked my dad if i could go. I really wanted to go i had not seen this friend for over a year and it would my first time staying at a friends house in about 2 years. I was hopeful. I wanted to get out of the house. I remember my dad's blank expression and i just thought its a no why did i bother asking. But he surprised me by saying yes, and i just started crying and i hugged him. Although he said he didn't think i deserved to go he was letting me go anyway.",2.055,204.35,205.232,7,1,21,22,23,23,23,22,21,2,2,1,3,3,3,1,250,1,1,21,22,22,21,22,22,21,1,20,20,22,20,21,20,21,19,22,19,1,7,10,1,2,19,United States,Christian,6,Caucasian,4,3,1,,1,Purpose of the study i am a littler unsure of. It could have been to analyze our writing. How we would try and either benefit the society or ourselves. Also analyze how giving we are to others based on where we then grade ourselves on the ladder. Some may be more giving on the bottom or the top depends on the person. Also analyze how we respond to different looks from different eyes and no other context. How we respond to just part of the image some how relates to ourselves. ,It may have made me a littler more giving. It made me think more about how can i help each person and not just myself,Nothing Additional,1,1,,,,,38,-97,-1,
R_1GVsMBiQZhVN7br,Live,Anonymous,,,76.92.88.13,0,2016-01-11 10:30:59,2016-01-11 10:44:00,1,43,6.1428571428571,0.69006555934235,30,4.2857142857143,1.253566341056,13,2.1666666666667,0.98319208025018,8,0.8,0.42163702135578,,United States,CA,0,1,1,1,,1,0,0,60.043,0,,1,I had been in an exclusive relationship with my girlfriend for several years now. She was a.loving.person but I always knew she was emotionally manipulative and for one reason or another I felt as if it was something that we could work through. Without me noticing and as more.time went on I realized that I had become to dependent on her for her approval. If she didn't stroke my ego throughout the day I felt worthless. The relationship unfortjnaly had to end but I haven't felt better.,6.086,6.086,160.281,1,1,23,24,20,25,20,25,20,1,2,1,3,3,3,1,1000,1,1,19,23,23,22,23,21,23,1,19,20,21,19,21,20,20,19,22,19,1,4,4,1,1,24,US,Light catholic,4,,4,5,6,,1,I would think it would be about the association between our facial recognition and some other factor. Not completely sure.,Perhaps it was analyzed by.linguistic software to target some questions for me.,Thank yoy,1,1,,,,,32.868499755859,-115.65049743652,-1,
R_2Tz2XPbHCSRINXu,Live,Anonymous,,,198.207.129.254,0,2016-01-11 10:36:06,2016-01-11 10:44:02,1,20,2.8571428571429,0.69006555934235,27,3.8571428571429,0.37796447300923,10,1.6666666666667,0.81649658092773,6,0.6,0.51639777949432,,United States,MN,0,1,1,1,,1,0,0,60.015,0,,1,"I did something wrong at work and basically I got fired, or asked to resign.  I immediately regretted it.  My boss and HR director didn't want to fire me, but felt they had to.  My boss even started crying.  There was nothing I could do about it.  I no control over the situation.  It was a very helpless, regretful feeling.",6.388,6.388,81.037,1,1,21,20,24,21,23,21,22,1,3,1,2,1,2,1,261,1,1,20,22,22,21,22,22,22,1,19,19,21,20,21,20,20,20,22,20,1,4,10,1,1,31,United states,Lutheran,3,,2,5,6,,1,"How people differ in their level of trustworthiness., and as it relates to past experiences.",No,No,1,1,,,,,44.854705810547,-93.785400390625,-1,
R_2am2XFEsKUmrv0y,Live,Anonymous,,,107.145.176.62,0,2016-01-11 10:34:20,2016-01-11 10:44:09,1,41,5.8571428571429,1.2149857925879,32,4.5714285714286,0.78679579246944,14,2.3333333333333,1.0327955589886,5,0.5,0.52704627669473,,United States,FL,1,1,1,1,1,,0,0,60.008,0,1,,"when i was training a new teller at my job. I had complete control over what was happening because they were learning what to do for the job. I felt very in control, and also a little nervous to be a leader. it felt good though. I was very confident. ",5.714,5.714,79.689,1,1,22,23,19,23,19,24,19,1,2,3,4,2,2,1,401,1,1,20,23,23,21,23,23,23,1,19,19,20,22,20,20,21,19,22,20,1,6,10,1,2,27,usa,catholic,3,,4,3,3,,1,How giving people are,no,n/a,1,1,,,,,28.884094238281,-81.234802246094,-1,
R_2CiSgLpzOG4jpzd,Live,Anonymous,,,99.17.81.109,0,2016-01-11 10:21:49,2016-01-11 10:44:22,1,11,1.5714285714286,0.53452248382485,14,2,0,10,1.6666666666667,0.51639777949432,8,0.8,0.42163702135578,,United States,TN,0,1,1,1,,1,10.461,27.168,60.018,4,,1,"There was a situation in which my former boyfriend took my car keys during an argument. I became very angry, and felt very powerless. When I was reaching for them, he pushed me. I felt very weak at that moment and filled with rage. ",3.713,48.347,134.213,3,1,20,19,24,20,24,19,25,2,2,2,2,1,1,1,300,1,1,22,20,20,22,20,20,20,1,20,20,21,20,21,20,20,19,22,19,1,8,10,1,2,29,united states,Theist ,3,,2,3,2,,1,To analyze the behaviors and perceptions of others,"Possibly, I noticed my responses were mostly negative. I haven't been having a great morning to begin with, and resurfacing old negative memories did not help.  ",Thank you for allowing me to participate. Good luck in your study and endeavors. ,1,1,,,,,35.981704711914,-84.128997802734,-1,
R_322Y6HTUfkqRqFE,Live,Anonymous,,,12.236.238.7,0,2016-01-11 10:37:55,2016-01-11 10:44:31,1,28,4,1.6329931618555,34,4.8571428571429,0.37796447300923,13,2.1666666666667,1.16904519445,8,0.8,0.42163702135578,,United States,FL,0,1,1,1,,1,52.668,56.713,60.037,3,,1,"It was my old supervisor, I had left the company but I then got a letter saying I was overpaid and had to return the money in one week. I felt completely panicked and it caused me a great deal of stress, plus I was deeply frustrated and upset at my old company for their incompetency. ",0.935,61.977,68.319,4,1,21,24,24,24,21,21,23,1,2,1,2,4,3,1,702,1,1,19,23,23,19,23,22,23,1,19,20,21,20,21,20,20,19,22,21,1,4,10,1,2,27,USA,Hindu,3,,5,4,3,,1,Judging emotions based on eye facial features.,"Slightly, it out me in a  certain mindset. ",n/a,1,1,,,,,28.022201538086,-81.732902526855,-1,
R_9potzGXTOnjAmod,Live,Anonymous,,,174.135.77.112,0,2016-01-11 10:33:05,2016-01-11 10:44:33,1,37,5.2857142857143,0.48795003647427,26,3.7142857142857,0.48795003647427,11,1.8333333333333,0.75277265270908,9,0.9,0.31622776601684,,United States,CA,0,1,1,1,,1,0,0,60.003,0,,1,"The situation which I decided to focus on was my last performance review. My reviewer (I will refer to him as ""Bob"") was the only person I directly reported to within our corporation. I actually felt fairly relaxed during the review process, even though Bob was determining my pay grade for the following fiscal year. Bob is a fair person, and the review process proceeded with a calm narrative between the two of us. I felt that the judgement he made was fair and accurate.",1.168,148.213,151.115,6,1,23,23,21,24,20,23,21,1,2,1,3,2,2,1,151,1,1,21,22,22,20,22,21,22,1,19,20,21,20,21,21,21,19,22,19,1,7,10,1,1,25,United States,Agnostic,3,,5,3,4,,1,This study seemed mainly to revolve around a persons instincts on emotions and trust of others.,I do not think the essay I wrote affected my answers on the survey.,I do not.,1,1,,,,,35.345596313477,-119.07559967041,-1,
R_1FgDL5v7Sho0nhe,Live,Anonymous,,,71.58.166.33,0,2016-01-11 10:29:08,2016-01-11 10:44:37,1,38,5.4285714285714,1.6183471874254,31,4.4285714285714,0.53452248382485,19,3.1666666666667,1.3291601358251,10,1,0,,United States,PA,1,1,1,1,1,,0,0,60.006,0,1,,In my work i have power over roughly 60 seasonal employees. I determine their bonuses of lack thereof at the end of the season. So I thought of a particular store and how I felt deciding their bonuses. They had worked really hard but did not meet the goals set out for that season. I didn't blame them though. I really wavered in what to do because I needed to be fair to everyone. In the end I gave them a small bonus because I just couldn't not. ,3.559,120.913,146.16,6,1,23,22,19,21,19,25,21,1,4,2,4,4,4,1,300,1,1,19,23,22,20,23,22,22,1,19,20,21,20,21,20,21,19,22,19,1,7,10,1,2,34,United States,Christian,3,,5,4,5,,1,My best guess is about what this study is about is how political views can and a person's generosity align. Truly I don't know because I'm certain there is more to it than that. I did find this survey fascinating!!,I don't think the essay affected my answers. I'm thinking the essay portion of the survey was to see what kind of person you are dealing with. ,I truly enjoyed this survey and had fun completing it. Thank you!!,1,1,,,,,40.00520324707,-76.324600219727,-1,
R_BDuNmPnYDsnCsGR,Live,Anonymous,,,104.138.72.195,0,2016-01-11 10:18:59,2016-01-11 10:45:42,1,39,5.5714285714286,1.988059594776,35,5,0,12,2,1.0954451150103,6,0.6,0.51639777949432,,United States,SC,1,1,1,1,1,,0,0,60.023,0,1,,This was my first time driving a Harley motorcycle down the highway 60 miles per hour..there was no helmet law and I had a passenger on the back with no seatbelt..this was free as a bird and we could not be scared! the person was stiff as a board and then relaxed after about 20 minutes..we were done and the person had gone from anxiety to complete thrill! She was ready to go again.. ,4.315,4.315,243.507,1,1,25,25,19,20,19,23,22,1,2,1,4,2,2,1,401,1,1,19,23,23,19,23,23,23,1,19,19,21,21,21,20,21,19,19,20,1,4,10,1,2,51,USA,Christian,3,,4,4,3,,1,This was about personalities and interactions with others..how much empathy you can have for someone else..,my answers were indicative of my reactions to the experience we had and how the person reacted based on my actions..,I enjoyed this..,1,1,,,,,33.635894775391,-79.02799987793,-1,
R_1oBxnSZ2iWmqA8J,Live,Anonymous,,,108.218.197.58,0,2016-01-11 10:34:54,2016-01-11 10:45:48,1,24,3.4285714285714,1.2724180205607,14,2,0,11,1.8333333333333,0.75277265270908,5,0.5,0.52704627669473,,United States,TX,0,1,1,1,,1,0,0,60.664,0,,1,"I was brought into my manager's office and asked to leave my position.  I was asked not to come back after wrapping things up in 1 week.  I had no choice and I had to quit.  It made me sad that it had come to this point in my employment, but also relieved because I didn't have to think about quitting anymore.  The decision was made for me.",1.2,1.2,145.999,1,1,23,23,24,21,24,22,23,1,2,1,3,2,2,1,750,1,1,22,20,20,22,20,20,20,1,19,21,21,21,21,20,20,20,22,20,1,8,10,1,2,36,United States,None,3,,6,4,4,,1,How does the idea of receiving a bonus at the end of the survey affect my answers?,No I don't.,Interesting study.,1,1,,,,,29.47639465332,-98.349098205566,-1,
R_CdlTTFfnnTs0KTD,Live,Anonymous,,,223.204.131.182,0,2016-01-11 10:30:01,2016-01-11 10:46:06,1,32,4.5714285714286,1.1338934190277,26,3.7142857142857,0.48795003647427,12,2,0.63245553203368,8,0.8,0.42163702135578,,Thailand,05,1,1,1,1,1,,0,0,60.01,0,1,,"The situation in which I had power over someone else was when I took my brother shopping for new clothes. When it comes to fashion, he lets me make the decisions for him in regards to what he should buy. I was able to boss him around, tell him what to try on, what to buy, what not to buy. I was completely in control of his wardrobe choices. It reminded me of when I was a child, playing with barbies, dressing them up as I liked. It felt nice to have someone trust me completely and do as I said without question. ",9.434,9.434,209.261,1,1,23,23,21,20,21,23,21,1,2,2,3,2,2,1,813,1,1,20,22,21,21,22,22,22,1,19,20,21,20,21,20,20,19,22,20,1,6,10,1,2,29,United States of America,Christian,2,,3,3,2,,1,I think the purpose of this study was to see how good you are at determining other people's feelings and reactions. ,"No, I don't think my essay affected any answers to the questions in the study. ",This was a fun study. ,1,1,,,,,18.790298461914,98.981689453125,-1,
R_vPvVoIg6skD0mNH,Live,Anonymous,,,71.71.197.233,0,2016-01-11 10:13:02,2016-01-11 10:46:31,1,35,5,1.1547005383793,27,3.8571428571429,0.37796447300923,13,2.1666666666667,0.40824829046386,5,0.5,0.52704627669473,,United States,NC,0,1,1,1,,1,0,0,60.013,0,,1,A certain person I know had power over me concerning buying an item I wanted. I didn't have enough funds to buy said item so I had to borrow the money from said person. It was aggravating dealing with this person regrading money so I had a terrible time asking him/her. In the end I got the money and plan on paying this person back as soon as possible so I don't have to be bothered with this person concerning money again. ,6.836,97.667,159.843,4,1,23,21,21,22,20,24,20,2,2,2,3,2,2,1,700,1,1,20,22,22,20,22,21,22,1,19,22,19,22,21,20,21,19,19,20,1,8,10,1,1,30,United States,None,1,,6,3,2,,1,I think this study was about how each person perceives and deals with emotions.,"I think it probably did, to a small effect.",None.,1,1,,,,,35.218002319336,-80.78589630127,-1,
R_22Vw3DBJVA6W0EK,Live,Anonymous,,,50.152.44.57,0,2016-01-11 10:31:34,2016-01-11 10:46:32,1,26,3.7142857142857,1.4960264830862,23,3.2857142857143,0.75592894601845,13,2.1666666666667,0.40824829046386,10,1,0,,United States,CO,0,1,1,1,,1,0,0,60.006,0,,1,"I had a job in which part of my earnings was a percentage on net profit. The company reassigned me to a new manager and during my second year of work with this new manager, she secretly and unilaterally changed the percentage amount (lowered by 10 percentage points) I received. When I confronted her about this, she stated that it was standard practice to renegotiate commission annually. When I said that no one had spoken to me and that no negotiation had taken place, she said that I was new to commission-based income and that she had the ability to make the change. There was no reasoning with her and because my previous manager had advised me not to sign a formal contract (owing to the negative aspects of the contract), I had no recourse. This was extremely frustrating and felt like a betrayal after the more than a year during which I had worked hard to keep costs down.",3.343,3.343,230.96,1,1,21,21,22,19,21,23,21,2,2,2,3,2,2,1,500,1,1,21,22,22,22,22,21,21,1,19,20,21,20,21,20,21,19,22,19,1,3,10,1,2,42,US,Protestant,2,,5,4,1,,1,"I guess you are trying to encourage a particular mode of thinking, maybe attentiveness or sensitivity to others' body language, and to see if this increases the ability to interpret visual cues (the pictures of the eyes). Perhaps some participants have a different scenario or no scenario to focus on in the beginning. I don't know what the raffle was about.",I don't think so.,No,1,1,,,,,39.738800048828,-104.40830230713,-1,
R_3ncwk2qSP3UEbLd,Live,Anonymous,,,173.15.130.54,0,2016-01-11 10:26:17,2016-01-11 10:46:54,1,31,4.4285714285714,1.6183471874254,27,3.8571428571429,0.37796447300923,10,1.6666666666667,0.51639777949432,9,0.9,0.31622776601684,,United States,PA,0,1,1,1,,1,8.269,8.269,60.006,1,,1,"A situation where someone had power over me was the last time I was sitting in a final round for a job interview. I just remember feeling as though my qualifications and demeanor could only take me so far - this woman, who would potentially be my future boss, had all the power of deciding whether or not I would be chosen for this position. I remember sitting there, studying her face, looking for some clues as to whether or not she favored me or would be soon delivering good news; however, her face was an impasse, and impossible to read. There were high points and low points, and I left the interview completely unsure of the outcome. My perception of this woman's power dwarfed my feels of control over the situation.",96.344,96.344,331.916,1,1,22,23,23,25,23,21,20,1,2,1,2,2,2,1,250,1,1,20,22,22,21,22,22,22,1,19,20,21,20,21,20,21,19,22,20,1,4,10,1,2,23,USA,Roman Catholic,6,Biracial,6,4,4,,1,"I speculate this study was attempting to examine the willingness to trust strangers and correlate this measure with demographic information, i.e. how must is willingness to trust swayed by race, relationship, and perceived benefits to the relationship/interaction.",The essay I wrote highlighted my feelings of helplessness and vulnerability in the scenario where someone else had power over me. Perhaps this encouraged me to perceive myself as the one in the position of power when considering the various scenarios in this survey. ,"None at this time, thanks. ",1,1,,,,,40.021697998047,-75.051803588867,-1,
R_TnhVC5XvqCXBB85,Live,Anonymous,,,68.225.199.82,0,2016-01-11 10:31:14,2016-01-11 10:47:26,1,37,5.2857142857143,1.9760470401187,28,4,0,10,1.6666666666667,0.51639777949432,7,0.7,0.48304589153965,,United States,AZ,1,1,1,1,1,,49.179,51.072,60.009,3,1,,I was subtitute teaching and was having trouble with one of the students in the class.  He was using a cell phone during a training movie.  I had the power to either ngnore the situation or report it to the principal.  I chose the later.  I felt angry that the student put me in the position of having to report his misbehavior.  But knew it wouldn't do him any good to ignore his choice to break rules.,8.334,101.391,207.788,3,1,20,21,19,24,20,24,19,1,2,1,2,2,2,1,1000,1,1,20,22,22,20,22,22,22,1,19,22,21,20,19,20,21,19,22,20,1,5,10,1,2,51,usa,none,3,,5,4,7,,1,test personal feelings and perceptions about various topics ,No.,no,1,1,,,,,33.285202026367,-112.03759765625,-1,
R_Qbsp5W6x10YSKUV,Live,Anonymous,,,50.232.124.2,0,2016-01-11 10:25:25,2016-01-11 10:47:27,1,17,2.4285714285714,0.97590007294853,21,3,0.81649658092773,12,2,0.63245553203368,10,1,0,,United States,DE,0,1,1,1,,1,0,0,60.128,0,,1,"I recently met a bank to apply for a loan. I gave all my information over to the processor. I then had to wait for them to approve or deny. It was frustrating since I knew personally what i could afford, but I had to deal with what they might see as issues or how their standards might affect the loan approval. ",0.82,66.774,68.142,2,1,20,20,24,19,23,21,22,1,2,2,3,2,2,1,750,1,1,20,21,20,21,21,20,22,1,19,20,21,20,21,20,21,19,22,19,1,4,10,1,1,28,USA,athiest,3,,6,5,5,,1,I think the purpose of this study was to determine how someone in my demographic might stereotype others. ,"No, I just think it got me focused.",none at this time,1,1,,,,,39.564498901367,-75.59700012207,-1,
R_WfwTSCMGADi5Mad,Live,Anonymous,,,198.8.80.194,0,2016-01-11 10:35:56,2016-01-11 10:47:38,1,34,4.8571428571429,0.69006555934235,24,3.4285714285714,0.78679579246944,14,2.3333333333333,0.81649658092773,9,0.9,0.31622776601684,,United States,CA,1,1,1,1,1,,0,0,60.008,0,1,,Salary discussion with an employee.  I felt in control and appreciative of the employee's work. ,8.207,110.65,145.912,5,1,23,22,21,23,21,24,22,1,2,2,3,3,3,1,1000,1,1,20,21,22,22,22,21,22,1,19,19,21,20,21,20,21,19,22,19,1,7,10,1,1,37,USA,Christian,3,,1,4,6,,1,to determine ability to read expressions,no,,1,1,,,,,34.043792724609,-118.25120544434,-1,
R_1OBSVsqpkcnX0X6,Live,Anonymous,,,125.212.52.98,0,2016-01-11 10:34:52,2016-01-11 10:47:39,1,30,4.2857142857143,1.6035674514745,28,4,0.81649658092773,10,1.6666666666667,0.81649658092773,6,0.6,0.51639777949432,,Philippines,D9,1,1,1,1,1,,0,0,60.011,0,1,,"I am a supervisor and last month, we had our annual employee evaluation. During that time, I had the power to evaluate employees under me. It was great responsibility for me and I felt pressured about it. I talked to them individually and discussed their performances. I was glad because I was able to discuss with them their performance and was able to teach them and give them some tips on how to become better employees.",1.952,108.971,166.896,4,1,24,23,23,23,24,24,23,1,1,1,3,2,2,1,200,1,1,20,21,22,21,23,22,23,1,22,19,21,20,20,21,21,19,22,19,1,4,10,1,1,26,United States of America,Catholic,3,,4,4,5,,1,The study is about making decisions.,"Yes, I think it's a test of how my mind responds.","Great survey, thanks!",1,1,,,,,14.560394287109,121.08120727539,-1,
R_1imL2P93Xx7HIM5,Live,Anonymous,,,100.0.102.254,0,2016-01-11 10:38:51,2016-01-11 10:49:08,1,24,3.4285714285714,1.5118578920369,30,4.2857142857143,0.75592894601845,13,2.1666666666667,0.98319208025018,7,0.7,0.48304589153965,,United States,MA,1,1,1,1,1,,28.77,44.905,60.391,3,1,,The situation in which I had power over someone else is when I had to supervise a group counting items in a store during inventory night.,2.262,2.262,61.005,1,1,21,23,24,22,25,22,21,1,3,1,3,3,2,1,200,1,1,20,23,23,20,23,21,22,1,20,22,21,20,21,20,21,19,22,20,1,8,10,1,1,21,USA,None,4,,5,3,2,,1,My best guess on the purpose of this study is to determine how much trust individuals put in others based on different variables. ,No real difference.,"None, but thank you for letting me participate!",1,1,,,,,42.389694213867,-71.540100097656,-1,
R_3JKKNB5F6NCqSNB,Live,Anonymous,,,24.126.27.70,0,2016-01-11 10:37:56,2016-01-11 10:50:25,1,26,3.7142857142857,1.1126972805284,27,3.8571428571429,0.89973541084244,10,1.6666666666667,0.51639777949432,9,0.9,0.31622776601684,,United States,WV,0,1,1,1,,1,48.036,48.036,60.057,1,,1,In basic training for the military I had no power. I had to do everything the drill instructor said. I felt powerless but kept my head down  and stuck with it. Getting through it one day at a time.,6.251,6.251,172.273,1,1,23,23,24,22,23,22,23,1,2,1,2,2,2,1,1000,1,1,20,22,22,20,23,20,22,1,20,20,21,20,21,20,21,19,22,19,1,4,10,1,1,21,USA,Christian,6,Caucasian ,2,2,4,,1,To see people's point of views of how they react feeling powerless.,I do not think it affected it.,The survey was a nice change from most surveys I've taken.,1,1,,,,,39.456207275391,-77.963897705078,-1,
